ids,lat,lon,t1_count,t2_count,theta,dx,dy,zdx,zdy,abs_dist,percentile_cat,lisa_cat
1854,3.58549890534,7.44966237461,47.0,56.0,6.08676859469,0.212087747156,-0.0422016860291,0.185324646079,-0.0889004514317,0.274225097511,0,Hl
1855,3.58549890534,7.44977572961,47.0,57.0,0.364919186908,0.328061429211,0.125329126753,0.28666374685,0.250149218393,0.0365145284568,0,Hh
1856,3.58549890534,7.4498890846,47.0,57.0,4.08663061611,-0.228675925048,-0.316445942734,-0.199819581492,-0.643917305606,0.444097724113,0,lL
1857,3.58549890534,7.4500024396,47.0,58.0,2.36088210253,-0.325320660094,0.32228491398,-0.284268832135,0.64874929393,0.933018126065,0,Lh
1858,3.58549890534,7.4501157946,47.0,58.0,2.87202123058,-1.78926363052,0.494367791669,-1.56347857674,0.997011454749,2.56049003149,2,Lh
1859,3.58549890534,7.4502291496,47.0,58.0,3.26399900102,-1.08464984629,-0.133435126033,-0.947779169606,-0.273539128918,0.674240040688,0,Ll
1860,3.58549890534,7.45034250461,48.0,58.0,3.57811492697,-1.15848192728,-0.540476935634,-1.01229446794,-1.09731231344,0.0850178455017,0,Ll
1861,3.58549890534,7.4504558596,48.0,58.0,5.13086990719,0.20078755412,-0.451459827715,0.175450410989,-0.917159059552,1.09260947054,1,hL
1862,3.58549890534,7.4505692146,48.0,58.0,0.311565670578,0.563367651772,0.181435198,0.492276956483,0.36369695696,0.128579999523,0,Hh
1863,3.58549890534,7.45068256961,48.0,59.0,1.32198938354,0.119775791064,0.471425594519,0.104661426157,0.950580925108,0.845919498951,0,hH
1864,3.58549890534,7.4507959246,48.0,59.0,5.30423191952,0.454230254716,-0.675708536445,0.396911478021,-1.37099468174,1.76790615976,1,hL
1865,3.58549890534,7.4509092796,48.0,59.0,5.38991262171,0.647519724808,-0.804798401837,0.565809979306,-1.63224737616,2.19805735547,1,hL
1866,3.58549890534,7.4510226346,48.0,59.0,0.435466012561,1.30621479406,0.607720890407,1.14138509961,1.22641600465,0.0850309050419,0,Hh
1867,3.58549890534,7.4511359896,49.0,59.0,0.137662263719,0.541210516258,0.0749785009507,0.472915803599,0.148249378178,0.324666425421,0,Hh
1868,3.58549890534,7.4512493446,49.0,59.0,0.577966952762,0.863727982939,0.563380902661,0.754735173972,1.13668052283,0.381945348855,0,Hh
1869,3.58549890534,7.45136269961,49.0,60.0,0.362570398921,1.76621999389,0.669998370817,1.54334278927,1.35245347095,0.190889318315,0,Hh
1870,3.58549890534,7.4514760546,49.0,60.0,0.037839363724,1.11141445303,0.0420752990358,0.971166382391,0.0816597188778,0.889506663514,0,Hh
